line,rep,year,month,day,observer,stem1_juv,stem1_adults,leaf1_juv,leaf1_adults,stem2_juv,stem2_adults,leaf2_juv,leaf2_adults,stem3_juv,stem3_adults,leaf3_juv,leaf3_adults,comments
WI-6,1,2017,10,25,Emily Snelson,16,2,2,0,0,0,0,0,18,0,0,0,
WI-6,1,2017,10,26,Emily Snelson,19,3,0,1,0,0,0,0,13,5,0,0,
WI-6,1,2017,10,27,Emily Snelson,20,10,0,1,0,0,0,0,9,12,0,0,
WI-6,1,2017,10,28,Emily Snelson,15,13,0,0,0,0,0,1,8,14,0,0,
WI-6,1,2017,10,29,Emily Snelson,18,15,1,1,1,0,0,1,20,15,0,0,
WI-6,1,2017,10,30,Emily Snelson,24,13,1,2,20,10,0,4,4,5,1,2,1 adult on metal pole
WI-6,1,2017,10,31,Emily Snelson,20,19,1,0,3,3,0,0,1,1,0,0,2 adults on metal pole
WI-6,1,2017,11,1,Emily Snelson,2,3,0,0,0,3,0,0,0,0,0,0,1 adult on metal pole
WI-6,1,2017,11,2,Emily Snelson,0,0,0,0,0,0,0,0,0,0,0,0,plant is mostly dead
WI-6,1,2017,11,3,Emily Snelson,0,0,0,0,0,0,0,0,0,0,0,0,
WI-6,1,2017,11,4,Emily Snelson,0,0,0,0,0,0,0,0,0,0,0,0,
WI-6,2,2017,11,5,Emily Snelson,0,0,0,1,0,0,0,1,0,0,0,0,
WI-6,2,2017,11,6,Emily Snelson,0,0,5,1,0,0,0,1,0,0,1,0,
WI-6,2,2017,11,7,Emily Snelson,0,0,11,2,0,0,0,0,0,0,0,0,
WI-6,2,2017,11,8,Emily Snelson,4,0,16,1,0,0,0,0,0,1,1,0,
WI-6,2,2017,11,9,Emily Snelson,5,0,21,1,0,0,1,0,0,0,5,1,
WI-6,2,2017,11,10,Emily Snelson,7,0,23,1,0,0,2,0,0,0,4,1,
WI-6,2,2017,11,11,Emily Snelson,10,0,27,1,0,0,4,0,0,0,4,1,
WI-6,2,2017,11,12,Emily Snelson,10,0,28,1,0,0,4,0,0,0,8,1,
WI-6,2,2017,11,13,Emily Snelson,11,2,29,3,0,0,3,0,0,0,9,1,
WI-6,2,2017,11,14,Emily Snelson,10,3,31,12,0,0,3,0,0,0,15,1,
WI-6,2,2017,11,15,Emily Snelson,15,9,38,12,0,0,2,1,0,0,14,1,
WI-6,2,2017,11,16,Emily Snelson,30,9,60,13,0,0,7,3,0,0,12,1,
WI-6,2,2017,11,17,Emily Snelson,85,17,84,16,0,0,15,4,0,0,13,2,
WI-6,2,2017,11,18,Emily Snelson,203,18,133,13,1,1,85,13,1,4,3,1,
WI-6,2,2017,11,19,Emily Snelson,232,16,164,14,2,0,137,23,3,0,16,5,1 juv and 11 adults on walls
WI-6,2,2017,11,20,Emily Snelson,279,19,184,8,4,2,232,20,8,1,47,10,12 adults and 2 juv on walls
WI-6,2,2017,11,21,Emily Snelson,254,16,183,5,57,5,283,18,32,2,91,11,13 adults and 1 juv on walls
WI-6,2,2017,11,22,Emily Snelson,136,16,99,5,54,7,190,7,34,8,158,13,"6 adults on walls, plant wilting"
WI-6,2,2017,11,24,Tony Ives,29,3,14,3,34,4,9,1,39,1,31,1,
WI-L4 (H+3),1,2017,10,20,Emily Snelson,1,0,0,0,0,0,0,0,6,1,0,0,
WI-L4 (H+3),1,2017,10,21,Emily Snelson,0,0,2,1,0,0,0,0,5,0,0,0,
WI-L4 (H+3),1,2017,10,22,Emily Snelson,10,1,0,0,1,0,0,0,5,0,0,0,
WI-L4 (H+3),1,2017,10,23,Emily Snelson,15,1,0,0,0,0,0,0,1,0,5,0,
WI-L4 (H+3),1,2017,10,24,Emily Snelson,17,1,0,0,0,0,0,0,2,0,3,0,
WI-L4 (H+3),1,2017,10,25,Emily Snelson,17,1,0,0,0,0,0,0,0,0,6,0,
WI-L4 (H+3),1,2017,10,26,Emily Snelson,11,9,0,0,0,0,0,0,0,0,5,1,
WI-L4 (H+3),1,2017,10,27,Emily Snelson,11,12,0,0,0,0,0,0,0,0,2,4,
WI-L4 (H+3),1,2017,10,28,Emily Snelson,11,18,0,0,0,0,0,0,0,0,0,6,
WI-L4 (H+3),1,2017,10,29,Emily Snelson,14,20,0,0,0,0,0,0,0,0,0,6,
WI-L4 (H+3),1,2017,10,30,Emily Snelson,13,20,0,0,0,1,0,1,0,2,0,1,
WI-L4 (H+3),1,2017,10,31,Emily Snelson,19,22,0,0,0,0,0,0,0,1,0,5,
WI-L4 (H+3),1,2017,11,1,Emily Snelson,60,13,0,1,0,0,0,6,0,3,0,3,7 adults on walls
WI-L4 (H+3),1,2017,11,2,Emily Snelson,124,23,1,1,0,0,0,5,0,2,1,7,
WI-L4 (H+3),1,2017,11,3,Emily Snelson,229,18,1,1,0,0,1,6,0,1,8,5,
WI-L4 (H+3),1,2017,11,4,Emily Snelson,248,16,0,1,1,1,14,5,0,0,11,8,1 juv and 4 adults on walls
WI-L4 (H+3),1,2017,11,5,Emily Snelson,272,17,27,3,1,1,27,6,0,0,62,15,2 adults on walls
WI-L4 (H+3),1,2017,11,6,Emily Snelson,175,24,31,2,35,6,74,13,24,7,9,4,14 juv and 7 adults on wall; plant wilting
WI-L4 (H+3),1,2017,11,7,Emily Snelson,139,15,16,1,55,11,16,3,112,9,11,1,
WI-L4 (H+3),1,2017,11,8,Emily Snelson,15,7,0,1,24,8,0,0,9,1,1,1,
WI-L4 (H+3),1,2017,11,9,Emily Snelson,0,0,0,0,0,0,0,0,1,0,0,0,
WI-L4 (H+3),1,2017,11,10,Emily Snelson,0,0,0,0,0,0,0,0,0,0,0,0,
WI-L4 (H+3),2,2017,11,12,Emily Snelson,0,0,0,2,0,0,0,0,0,0,0,0,
WI-L4 (H+3),2,2017,11,13,Emily Snelson,0,0,0,2,0,0,0,0,0,0,0,0,
WI-L4 (H+3),2,2017,11,14,Emily Snelson,0,0,0,1,0,0,0,1,0,0,0,0,
WI-L4 (H+3),2,2017,11,15,Emily Snelson,0,0,0,0,0,0,4,2,0,0,0,0,
WI-L4 (H+3),2,2017,11,16,Emily Snelson,0,0,0,0,0,0,14,1,0,0,0,0,
WI-L4 (H+3),2,2017,11,17,Emily Snelson,1,0,2,0,0,0,29,2,0,0,0,0,
WI-L4 (H+3),2,2017,11,18,Emily Snelson,2,0,2,0,0,0,23,2,0,0,0,0,
WI-L4 (H+3),2,2017,11,19,Emily Snelson,1,0,4,0,0,0,35,2,0,0,0,0,
WI-L4 (H+3),2,2017,11,20,Emily Snelson,4,0,2,0,0,0,42,2,0,0,0,0,
WI-L4 (H+3),2,2017,11,21,Emily Snelson,5,0,3,0,0,0,45,2,0,0,0,0,
WI-L4 (H+3),2,2017,11,22,Emily Snelson,6,0,3,0,0,0,46,2,0,0,0,0,
WI-L4 (H+3),2,2017,11,24,Tony Ives,2,0,12,3,0,2,30,6,29,7,9,3,
WI-L4 (H+3),2,2017,11,26,Emily Snelson,31,3,34,6,0,0,29,9,122,22,5,1,
WI-L4 (H+3),2,2017,11,27,Emily Snelson,77,11,104,10,1,1,60,10,144,25,0,1,
WI-L4 (H+3),2,2017,11,28,Emily Snelson,71,5,254,18,0,0,92,7,209,20,1,1,
WI-L4 (H+3),2,2017,11,29,Emily Snelson,67,2,477,41,0,0,50,8,202,15,8,8,
WI-L4 (H+3),2,2017,11,30,Emily Snelson,48,4,575,43,3,1,61,7,162,10,37,10,11 adults and 34 juv on walls
WI-L4 (H+3),2,2017,12,1,Emily Snelson,36,2,609,34,2,2,83,7,71,7,88,13,12 adults and 51 juv on walls
WI-L4 (H+3),2,2017,12,2,Emily Snelson,18,5,442,49,4,2,90,6,65,13,197,14,13 adults and 31 juv on walls
WI-L4 (H+3),2,2017,12,3,Emily Snelson,39,10,394,35,7,2,92,4,49,10,284,20,10 adults and 42 juv on walls
WI-L4 (H+3),2,2017,12,4,Emily Snelson,87,10,248,19,25,7,13,2,89,11,86,11,"21 adults and 72 juv on walls, plant wilting"
WI-L4 (H+3),2,2017,12,5,Emily Snelson,48,7,47,7,13,5,12,2,56,3,25,4,14 adults and 93 juv on walls
WI-L4 (H+3),3,2018,1,29,Lucas Nell,0,0,0,0,0,0,0,0,0,0,0,0,2A ground
WI-L4 (H+3),3,2018,1,30,Paige Zenkovich,0,0,0,0,0,0,0,1,5,1,1,0,
WI-L4 (H+3),3,2018,1,31,Paige Zenkovich,2,0,0,0,0,0,0,1,12,1,0,0,
WI-L4 (H+3),3,2018,2,1,Paige Zenkovich,5,0,3,1,0,0,6,1,11,0,0,0,
WI-L4 (H+3),3,2018,2,2,Paige Zenkovich,1,0,4,1,6,0,0,0,22,1,0,0,
WI-L4 (H+3),3,2018,2,3,Paige Zenkovich,4,0,4,1,6,0,0,0,24,1,0,0,
WI-L4 (H+3),3,2018,2,4,Paige Zenkovich,4,3,2,1,13,0,0,0,27,4,0,0,
WI-L4 (H+3),3,2018,2,5,Paige Zenkovich,7,3,2,1,14,1,0,0,29,4,1,0,
WI-L4 (H+3),3,2018,2,6,Paige Zenkovich,8,2,7,1,8,2,0,0,31,7,0,0,
WI-L4 (H+3),3,2018,2,7,Paige Zenkovich,21,4,8,1,3,0,1,0,42,13,0,0,
WI-L4 (H+3),3,2018,2,8,Paige Zenkovich,45,15,14,6,9,1,10,4,51,5,0,1,
WI-L4 (H+3),3,2018,2,9,Paige Zenkovich,74,13,24,7,12,1,1,0,59,19,0,0,
WI-L4 (H+3),3,2018,2,10,Lucas Nell,82,5,36,2,3,0,115,13,3,1,11,4,"13A, 4J plastic"
WI-L4 (H+3),3,2018,2,11,Lucas Nell,21,4,11,0,17,5,33,3,37,3,29,5,"13A, 8J plastic"
WI-L4 (H+3),4,2018,2,13,Paige Zenkovich,0,0,0,0,0,0,0,0,0,0,0,0,2A ground
WI-L4 (H+3),4,2018,2,14,Paige Zenkovich,0,0,8,1,0,0,0,0,0,0,10,1,
WI-L4 (H+3),4,2018,2,15,Paige Zenkovich,0,0,13,1,2,0,0,0,8,1,10,0,
WI-L4 (H+3),4,2018,2,16,Paige Zenkovich,1,0,18,1,1,0,1,0,18,1,10,0,
WI-L4 (H+3),4,2018,2,17,Paige Zenkovich,4,0,28,1,2,0,0,0,27,1,7,0,
WI-L4 (H+3),4,2018,2,18,Paige Zenkovich,10,0,23,0,2,0,1,0,44,2,6,0,
WI-L4 (H+3),4,2018,2,19,Paige Zenkovich,5,4,22,4,2,0,1,0,44,6,2,3,
WI-L4 (H+3),4,2018,2,20,Paige Zenkovich,13,4,21,5,1,0,0,0,57,6,6,1,
WI-L4 (H+3),4,2018,2,21,Ian,9,7,4,21,1,0,0,1,11,8,42,21,
WI-L4 (H+3),4,2018,2,22,Paige Zenkovich,17,7,4,15,0,0,0,2,78,33,6,6,
WI-L4 (H+3),4,2018,2,23,Paige Zenkovich,35,7,17,24,2,0,0,3,66,48,23,9,5A plastic
WI-L4 (H+3),4,2018,2,24,Paige Zenkovich,67,5,36,18,3,2,0,2,118,70,28,3,8A plastic
WI-L4 (H+3),4,2018,2,25,Paige Zenkovich,57,6,75,15,8,1,8,2,113,73,38,14,11A 3J plastic
WI-L4 (H+3),4,2018,2,26,Ian,77,4,68,18,21,1,36,8,76,35,217,47,7A 5J plastic
WI-L4 (H+3),4,2018,2,27,Ian,58,4,94,15,36,4,39,18,89,33,135,26,8A 3 J plastic
WI-L4 (H+3),5,2018,2,13,Paige Zenkovich,0,0,0,0,0,0,0,0,0,0,0,0,2A ground
WI-L4 (H+3),5,2018,2,14,Paige Zenkovich,0,1,0,0,0,0,0,0,4,1,1,0,
WI-L4 (H+3),5,2018,2,15,Paige Zenkovich,7,1,0,0,0,0,0,0,11,1,0,0,
WI-L4 (H+3),5,2018,2,16,Paige Zenkovich,17,1,0,0,1,0,0,0,15,1,0,0,
WI-L4 (H+3),5,2018,2,17,Paige Zenkovich,21,1,0,0,1,0,1,0,25,1,1,0,
WI-L4 (H+3),5,2018,2,18,Paige Zenkovich,36,1,9,1,0,0,0,0,31,1,1,0,
WI-L4 (H+3),5,2018,2,19,Paige Zenkovich,39,1,16,1,1,0,0,0,23,5,0,0,
WI-L4 (H+3),5,2018,2,20,Paige Zenkovich,42,1,19,0,0,0,0,0,30,6,0,0,
WI-L4 (H+3),5,2018,2,21,Ian,3,2,39,19,0,0,0,0,18,19,1,4,
WI-L4 (H+3),5,2018,2,22,Paige Zenkovich,48,21,13,1,0,0,0,0,48,20,0,0,
WI-L4 (H+3),5,2018,2,23,Paige Zenkovich,42,35,1,10,0,0,0,0,99,30,0,0,2A plastic
WI-L4 (H+3),5,2018,2,24,Paige Zenkovich,82,48,8,8,0,0,2,1,115,39,0,0,1A plastic
WI-L4 (H+3),5,2018,2,25,Paige Zenkovich,160,52,10,8,3,1,3,0,167,55,0,1,7A 2J plastic
WI-L4 (H+3),5,2018,2,26,Ian,204,24,65,6,8,3,14,4,110,25,65,16,5A 3J plastc
WI-L4 (H+3),5,2018,2,27,Ian,131,14,87,14,16,8,33,5,107,26,82,30,3A 1J plastic
WI-L4 (H+3),5,2018,2,28,Paige Zenkovich,138,24,28,7,17,4,36,8,192,38,49,10,8A 8J plastic
WI-L4 (H+3),6,2018,2,13,Paige Zenkovich,0,0,0,0,0,0,0,0,0,0,0,0,2A ground
WI-L4 (H+3),6,2018,2,14,Paige Zenkovich,0,0,0,0,0,0,12,2,0,0,1,0,
WI-L4 (H+3),6,2018,2,15,Paige Zenkovich,9,0,0,0,0,0,24,2,1,0,0,0,
WI-L4 (H+3),6,2018,2,16,Paige Zenkovich,6,0,0,0,0,0,38,2,0,0,0,0,
WI-L4 (H+3),6,2018,2,17,Paige Zenkovich,12,0,0,0,0,0,60,2,1,0,0,0,
WI-L4 (H+3),6,2018,2,18,Paige Zenkovich,17,0,0,0,0,0,63,1,3,1,0,0,
WI-L4 (H+3),6,2018,2,19,Paige Zenkovich,21,0,2,0,0,0,79,1,3,2,0,0,
WI-L4 (H+3),6,2018,2,20,Paige Zenkovich,23,3,4,0,1,0,53,0,13,3,0,0,
WI-L4 (H+3),6,2018,2,21,Ian,19,35,2,2,2,1,30,12,2,4,19,3,
WI-L4 (H+3),6,2018,2,22,Paige Zenkovich,25,21,3,4,0,0,19,25,36,10,0,0,1A 1J ground
WI-L4 (H+3),6,2018,2,23,Paige Zenkovich,31,29,0,3,1,3,34,25,52,17,0,0,2A plastic
WI-L4 (H+3),6,2018,2,24,Paige Zenkovich,65,38,2,3,6,2,47,16,96,39,0,1,2A 2J plastic
WI-L4 (H+3),6,2018,2,25,Paige Zenkovich,61,36,8,5,0,0,51,10,125,49,1,5,6A 1J plastic
WI-L4 (H+3),6,2018,2,26,Ian,66,4,15,1,8,3,29,9,145,68,34,26,2A 2J plastic
WI-L4 (H+3),6,2018,2,27,Ian,58,2,29,2,11,4,95,19,120,41,104,37,3A 4J plastic
WI-L4 (H+3),6,2018,2,28,Paige Zenkovich,18,7,10,0,23,6,36,10,134,39,84,20,5A 10J plastic
WI-L4 (H+3),7,2018,2,13,Paige Zenkovich,0,0,0,0,0,0,0,0,0,0,0,0,2A ground
WI-L4 (H+3),7,2018,2,14,Paige Zenkovich,1,0,0,1,0,0,0,0,1,0,8,0,
WI-L4 (H+3),7,2018,2,15,Paige Zenkovich,1,0,0,1,1,0,0,0,0,0,14,1,
WI-L4 (H+3),7,2018,2,16,Paige Zenkovich,2,0,1,1,6,0,0,0,2,0,14,1,
WI-L4 (H+3),7,2018,2,17,Paige Zenkovich,7,0,5,1,5,0,2,1,4,0,15,0,
WI-L4 (H+3),7,2018,2,18,Paige Zenkovich,15,0,8,1,10,0,0,1,5,0,12,0,
WI-L4 (H+3),7,2018,2,19,Paige Zenkovich,16,0,15,1,8,0,1,1,6,0,12,0,
WI-L4 (H+3),7,2018,2,20,Paige Zenkovich,21,0,14,1,12,1,1,1,6,0,12,0,
WI-L4 (H+3),7,2018,2,21,Ian,15,3,29,3,5,3,5,1,2,3,3,7,
WI-L4 (H+3),7,2018,2,22,Paige Zenkovich,26,11,27,2,6,5,8,1,1,7,4,10,
WI-L4 (H+3),7,2018,2,23,Paige Zenkovich,28,24,15,7,4,4,14,2,15,7,14,11,
WI-L4 (H+3),7,2018,2,24,Paige Zenkovich,52,39,18,8,9,4,13,8,38,7,44,11,
WI-L4 (H+3),7,2018,2,25,Paige Zenkovich,86,44,16,9,4,5,9,12,44,12,96,10,1A plastic
WI-L4 (H+3),7,2018,2,26,Ian,96,15,50,22,2,2,30,12,27,10,107,9,9A 1J plastic
WI-L4 (H+3),7,2018,2,27,Ian,77,25,49,5,7,3,68,6,31,25,106,9,11A 6J plastic
WI-L4 (H+3),7,2018,2,28,Paige Zenkovich,78,21,41,9,9,5,78,14,37,12,70,11,3A plastic
WI-L4 (H+3),7,2018,3,1,Paige Zenkovich,28,7,51,13,3,0,77,6,17,7,62,15,4A 12J plastic
WI-L4 (Ham-),2,2018,7,6,IC,0,0,0,0,0,0,0,0,0,0,0,1,
WI-L4 (Ham-),2,2018,7,8,IC,0,0,0,0,4,1,0,0,0,0,0,0,
WI-L4 (Ham-),2,2018,7,9,IC,0,0,0,0,7,1,0,0,0,0,0,0,
WI-L4 (Ham-),2,2018,7,10,IC,0,0,2,0,6,0,0,1,0,0,0,0,
WI-L4 (Ham-),2,2018,7,11,IC,0,0,1,0,7,0,1,0,0,0,0,1,
WI-L4 (Ham-),2,2018,7,12,ML,0,0,1,0,7,0,1,0,3,1,0,0,
WI-L4 (Ham-),2,2018,7,13,LG,0,0,0,0,11,0,0,0,2,0,0,0,
WI-L4 (Ham-),2,2018,7,14,ML,0,0,0,0,16,0,0,0,2,0,0,0,
WI-L4 (Ham-),2,2018,7,15,ML,0,0,12,1,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),2,2018,7,16,IC,0,0,1,1,13,10,0,0,0,0,0,0,
WI-L4 (Ham-),2,2018,7,17,IC,0,0,1,0,33,13,3,0,0,0,0,0,
WI-L4 (Ham-),2,2018,7,18,IC,0,0,0,0,74,14,0,1,0,0,0,0,
WI-L4 (Ham-),2,2018,7,19,IC,8,0,0,0,94,15,10,1,0,0,0,0,1J on side
WI-L4 (Ham-),2,2018,7,20,IC,8,3,0,0,159,11,15,1,12,0,1,0,
WI-L4 (Ham-),2,2018,7,21,IC,7,1,1,0,149,23,19,0,39,0,11,0,"13J, 2A on side"
WI-L4 (Ham-),2,2018,7,22,IC,7,0,9,2,182,13,38,1,51,5,5,1,"10J, 2A on side"
WI-L4 (Ham-),2,2018,7,23,IC,14,0,8,0,160,9,29,6,67,5,16,1,"14J, 4A on side"
WI-L4 (Ham-),2,2018,7,24,IC,9,1,8,1,175,7,28,3,65,7,28,4,"7J, 4A on side"
WI-L4 (Ham-),2,2018,7,25,IC,8,0,11,1,202,5,44,10,101,2,23,3,"18J, 4A on side"
WI-L4 (Ham-),2,2018,7,26,IC,7,1,7,1,145,9,75,7,85,10,54,13,"14J, 5A on side"
WI-L4 (Ham-),2,2018,7,27,IC,4,0,15,2,157,2,58,8,76,5,74,11,"10J, 8A on side"
WI-L4 (Ham-),2,2018,7,28,ML,10,0,35,6,102,4,61,20,112,15,92,18,"4J, 2A on side; 3J, 1A on soil"
WI-L4 (Ham-),2,2018,7,29,IC,21,4,10,1,26,4,13,3,216,9,21,2,"50J, 14A on side"
WI-L4 (Ham-),2,2018,7,30,IC,16,4,3,3,34,2,9,0,92,1,19,0,"82J, 4A on side; 8J, 1A on soil"
WI-L4 (Ham-),2,2018,7,31,IC,5,0,0,0,9,1,1,0,31,1,2,0,"23J, 3A on side; 6J, 3A on soil"
WI-L4 (Ham-),3,2018,7,6,LG,0,0,0,0,0,0,0,1,0,0,0,0,
WI-L4 (Ham-),3,2018,7,8,IC,0,0,0,0,0,0,0,1,0,0,0,0,
WI-L4 (Ham-),3,2018,7,9,LG,0,0,0,0,0,0,0,1,0,0,0,0,
WI-L4 (Ham-),3,2018,7,10,LG,0,0,0,0,0,0,0,1,0,0,0,0,adult is alate
WI-L4 (Ham-),3,2018,7,11,LG,0,0,0,0,3,0,1,1,0,0,0,0,
WI-L4 (Ham-),3,2018,7,12,ML,0,0,0,0,3,0,0,1,0,0,0,0,
WI-L4 (Ham-),3,2018,7,13,LG,0,0,0,0,3,0,1,1,4,0,0,0,
WI-L4 (Ham-),3,2018,7,14,ML,1,0,0,0,2,0,2,1,7,0,0,0,
WI-L4 (Ham-),3,2018,7,15,ML,1,1,0,0,1,0,0,0,2,1,6,2,
WI-L4 (Ham-),3,2018,7,16,LG,2,1,0,1,4,1,3,0,2,0,3,1,
WI-L4 (Ham-),3,2018,7,17,LG,2,3,0,0,7,2,1,0,1,0,3,2,
WI-L4 (Ham-),3,2018,7,18,LG,3,4,0,0,12,2,0,0,0,0,2,4,
WI-L4 (Ham-),3,2018,7,19,IC,1,2,0,0,8,4,0,0,17,7,25,3,
WI-L4 (Ham-),3,2018,7,20,IC,2,2,0,0,14,4,1,0,40,10,49,3,
WI-L4 (Ham-),3,2018,7,21,IC,19,3,0,0,41,4,0,0,92,9,79,4,
WI-L4 (Ham-),3,2018,7,22,IC,36,6,2,0,56,4,0,0,118,115,118,6,
WI-L4 (Ham-),3,2018,7,23,IC,32,5,0,0,130,5,0,0,78,14,100,25,stem 2 and 3 hard to differentiate
WI-L4 (Ham-),3,2018,7,24,IC,37,6,2,0,50,4,2,0,302,61,145,27,
WI-L4 (Ham-),3,2018,7,25,IC,33,1,6,5,43,22,8,9,317,62,143,32,1J on side
WI-L4 (Ham-),3,2018,7,26,IC,12,3,14,10,18,16,17,6,239,67,107,15,"4J, 11A on side"
WI-L4 (Ham-),3,2018,7,27,IC,16,2,26,6,26,9,11,13,256,62,107,28,"6J, 13A on side"
WI-L4 (Ham-),3,2018,7,28,ML,27,2,50,13,8,7,19,13,100,26,239,47,"6A, 4J on soil; 6J, 15A on side"
WI-L4 (Ham-),3,2018,7,29,IC,1,0,15,4,12,6,56,16,167,36,34,21,"9J, 23A on side"
WI-L4 (Ham-),3,2018,7,30,IC,10,1,8,3,17,2,6,4,65,17,29,13,"20J, 7A on soil; 18J, 7A on side"
WI-L4 (Ham-),3,2018,7,31,IC,6,0,0,0,8,1,2,2,29,7,6,2,"1J, 1A on soil; 7J on side"
WI-L4 (Ham-),4,2018,8,4,LG,125,7,38,3,27,4,36,7,23,11,86,7,"27J, 10A on side"
WI-L4 (Ham-),4,2018,8,5,LG,84,12,20,2,24,2,53,10,47,20,135,8,"7J, 1A on side"
WI-L4 (Ham-),4,2018,8,6,IC,47,4,33,4,26,2,69,15,58,19,61,10,14J. 7A on side
WI-L4 (Ham-),4,2018,8,7,IC,16,1,25,3,11,0,82,13,62,24,90,9,"5J, 8A on side"
WI-L4 (Ham-),4,2018,8,8,ML,8,2,4,1,3,2,35,14,21,12,36,15,10J 14A on side 
WI-L4 (Ham-),4,2018,7,19,IC,0,0,0,0,0,1,0,0,0,0,0,1,
WI-L4 (Ham-),4,2018,7,20,IC,0,0,0,1,0,0,0,1,0,0,0,0,
WI-L4 (Ham-),4,2018,7,21,IC,0,1,0,1,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),4,2018,7,22,IC,8,2,0,0,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),4,2018,7,23,IC,16,2,0,0,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),4,2018,7,24,IC,22,2,0,0,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),4,2018,7,25,IC,29,3,0,0,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),4,2018,7,26,IC,27,3,0,0,0,0,0,0,0,1,0,0,
WI-L4 (Ham-),4,2018,7,27,IC,22,8,0,0,0,0,0,0,5,1,0,0,
WI-L4 (Ham-),4,2018,7,28,ML,34,10,0,0,0,0,0,0,0,0,10,1,
WI-L4 (Ham-),4,2018,7,29,IC,7,18,14,17,1,0,0,0,1,1,17,1,
WI-L4 (Ham-),4,2018,7,30,IC,18,20,11,17,0,0,0,0,7,1,15,0,1A on side
WI-L4 (Ham-),4,2018,7,31,IC,24,26,27,20,0,0,0,0,7,1,17,7,1A on side
WI-L4 (Ham-),4,2018,8,1,ML,113,33,4,1,0,0,0,0,26,17,3,0,3A on side
WI-L4 (Ham-),4,2018,8,2,IC,141,11,40,6,1,3,11,2,41,15,39,6,"3J, 11A on side"
WI-L4 (Ham-),4,2018,8,3,IC,170,14,57,2,14,2,21,5,69,21,31,9,"13J, 9A on side"
WI-L4 (Ham-),5,2018,7,19,LG,0,0,0,1,0,0,0,0,0,1,0,0,
WI-L4 (Ham-),5,2018,7,20,LG,5,1,0,0,0,0,0,1,0,0,0,0,
WI-L4 (Ham-),5,2018,7,21,IC,9,1,0,0,1,0,0,1,0,0,0,0,
WI-L4 (Ham-),5,2018,7,22,IC,12,1,0,0,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),5,2018,7,23,ML,19,2,0,0,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),5,2018,7,24,ML,22,3,3,2,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),5,2018,7,25,ML,27,6,0,0,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),5,2018,7,26,ML,16,5,12,4,0,0,0,0,0,0,0,0,
WI-L4 (Ham-),5,2018,7,27,ML,22,8,3,1,0,0,4,2,0,0,0,0,
WI-L4 (Ham-),5,2018,7,28,ML,21,6,29,3,2,1,9,2,0,0,0,1,"4J, 1A on soil"
